Team,Result,Location,Week,Pass Yds,Opp Pass Yds,Rush Yds,Opp Rush Yds,Points per game,Opp Points per game,Sacks,Opp Sacks,Cmp,Opp Cmp,Plays,Opp Plays,3DConv,3DConv Allowed,Yards per Play,Opp Yards per Play,Temperature,Weather,Team2
crd,W,@,1.0,280.0,162.0,136.0,86.0,38.0,38.0,2.0,6.0,65.6,61.1,67.0,64.0,0.5384615384615384,0.3571428571428571,6.21,3.88,82 °F,Clear,oti
crd,W,,2.0,325.5,202.0,119.5,131.5,36.0,36.0,2.5,3.5,73.1,64.95,63.5,62.0,0.4358974358974359,0.2785714285714286,7.055,5.43,95 °F,Clear,min
crd,W,@,3.0,322.3333333333333,202.0,110.0,140.66666666666666,34.333333333333336,34.333333333333336,1.6666666666666667,3.3333333333333335,76.2,64.86666666666667,63.666666666666664,63.333333333333336,0.3276353276353276,0.2463203463203463,6.823333333333333,5.4433333333333325,82 °F,Clear,jax
crd,W,@,4.0,304.0,221.5,136.5,135.75,35.0,35.0,2.0,2.5,75.9,64.5,66.5,63.5,0.3995726495726496,0.3211038961038961,6.6674999999999995,5.6499999999999995,91 °F,Clear,ram
crd,W,,5.0,285.2,214.4,128.0,139.0,31.4,31.4,2.0,2.4,74.92,61.94,65.2,62.6,0.3796581196581197,0.3114285714285714,6.348,5.6659999999999995,82 °F,Clear,sfo
crd,W,@,6.0,272.3333333333333,214.83333333333337,130.66666666666666,128.0,32.333333333333336,32.333333333333336,2.0,2.8333333333333335,73.55,62.36666666666667,65.83333333333333,61.333333333333336,0.4052706552706553,0.3095238095238095,6.14,5.599999999999999,59 °F,Mostly Cloudy,cle
crd,W,,7.0,265.57142857142856,201.0,136.57142857142858,115.71428571428572,32.142857142857146,32.142857142857146,2.2857142857142856,2.7142857142857144,73.24285714285715,63.728571428571435,66.28571428571429,59.57142857142857,0.4188034188034188,0.2872841444270015,6.084285714285714,5.267142857142857,84 °F,Clear,htx
crd,L,,8.0,264.875,198.875,128.75,120.125,30.75,30.75,2.25,2.5,72.42500000000001,63.2,64.875,61.125,0.4164529914529915,0.3049450549450549,6.0825,5.1899999999999995,84 °F,Clear,gnb
crd,W,@,9.0,265.8888888888889,209.88888888888889,132.55555555555554,111.11111111111111,30.77777777777778,30.77777777777778,2.2222222222222223,2.7777777777777777,73.84444444444446,63.95555555555555,65.22222222222223,60.55555555555556,0.4220322886989553,0.3155067155067155,6.1211111111111105,5.282222222222221,61 °F,Clear,sfo
crd,L,,10.0,249.7,206.4,125.8,116.6,28.7,28.7,2.4,2.5,72.32000000000002,65.14,64.0,61.5,0.4105982905982906,0.3306227106227106,5.827999999999999,5.240999999999999,83 °F,Clear,car
crd,W,@,11.0,255.9090909090909,204.0,123.0,113.8181818181818,28.181818181818183,28.181818181818183,2.363636363636364,2.636363636363636,72.97272727272728,64.10909090909091,65.36363636363636,60.36363636363637,0.4187257187257188,0.3187479187479187,5.773636363636363,5.258181818181817,46 °F,Partly Cloudy,sea
crd,W,@,13.0,225.76923076923077,189.30769230769232,114.6153846153846,104.92307692307692,26.384615384615383,26.384615384615383,2.076923076923077,2.4615384615384617,67.38461538461539,59.123076923076916,59.23076923076923,56.53846153846154,0.3892714123483354,0.3004790081713158,5.273076923076923,4.8053846153846145,35 °F,Rain,chi
crd,L,,14.0,234.21428571428572,194.8571428571429,113.78571428571428,103.78571428571428,26.142857142857142,26.142857142857142,2.2142857142857144,2.5,67.2357142857143,60.378571428571426,60.357142857142854,56.357142857142854,0.3995615495615495,0.3147305075876505,5.322142857142857,4.932857142857142,68 °F,Mostly Cloudy,ram
crd,L,@,15.0,238.13333333333333,196.0,113.2,105.26666666666668,25.2,25.2,2.2,2.466666666666667,66.62,61.739999999999995,61.2,56.733333333333334,0.404035224035224,0.3245177045177045,5.330666666666667,4.9673333333333325,28 °F,Partly Cloudy,det
crd,L,,16.0,238.5625,197.5,114.4375,106.5625,24.625,24.625,2.0625,2.4375,66.38125000000001,61.89999999999999,61.375,57.125,0.4076291763791764,0.3375686813186813,5.366874999999999,4.999999999999999,60 °F,Overcast,clt
crd,W,@,17.0,240.52941176470588,200.94117647058823,115.17647058823528,102.94117647058825,24.647058823529413,24.647058823529413,2.0,2.3529411764705883,66.54705882352943,62.02941176470587,62.0,57.11764705882353,0.4093862836509895,0.3337544808133043,5.377058823529412,5.016470588235293,27 °F,Clear,dal
crd,L,,18.0,237.55555555555551,202.5,115.33333333333331,108.44444444444444,24.944444444444443,24.944444444444443,2.1666666666666665,2.2777777777777777,66.8388888888889,61.78888888888888,62.55555555555556,57.111111111111114,0.4144203790037123,0.3522496022496023,5.313888888888888,5.157777777777778,70 °F,Clear,sea
atl,L,,1.0,136.0,261.0,124.0,173.0,6.0,6.0,3.0,1.0,60.0,77.1,64.0,67.0,0.2142857142857142,0.4615384615384615,4.06,6.48,80 °F,Clear,phi
atl,L,@,2.0,214.5,260.0,89.5,127.5,15.5,15.5,2.0,2.0,66.45,71.9,66.5,63.5,0.3071428571428571,0.3974358974358974,4.55,6.08,86 °F,Humid And Overcast,tam
atl,W,@,3.0,218.66666666666663,255.33333333333337,82.66666666666667,118.33333333333331,16.0,16.0,2.3333333333333335,2.0,69.3,70.8,64.0,63.666666666666664,0.3329670329670329,0.4316239316239316,4.706666666666666,5.8566666666666665,70 °F,Clear,nyg
atl,L,,4.0,232.75,264.0,86.75,119.25,19.5,19.5,2.0,1.75,66.85,70.525,65.75,63.25,0.4059752747252747,0.4348290598290598,4.8475,6.055,75 °F,Overcast,was
atl,W,,5.0,254.6,244.4,91.0,108.2,21.0,21.0,1.6,1.8,67.82,68.3,67.6,61.0,0.4533516483516483,0.4478632478632479,5.078,5.728,63 °F,Mostly Cloudy,nyj
atl,W,@,7.0,228.28571428571428,214.71428571428572,75.28571428571429,96.14285714285714,19.285714285714285,19.285714285714285,1.2857142857142858,1.4285714285714286,57.37142857142857,60.214285714285715,57.285714285714285,53.57142857142857,0.389756671899529,0.4108114108114108,4.527142857142858,4.934285714285714,84 °F,Humid And Mostly Cloudy,mia
atl,L,,8.0,216.125,204.0,76.125,109.5,18.5,18.5,1.5,1.25,59.46249999999999,59.1875,56.375,55.875,0.3785370879120879,0.4329893962246903,4.49375,4.89375,58 °F,Partly Cloudy,car
atl,W,@,9.0,229.0,211.0,71.44444444444444,109.44444444444444,19.444444444444443,19.444444444444443,1.5555555555555556,1.2222222222222223,61.37777777777777,59.58888888888888,56.44444444444444,57.333333333333336,0.3792124542124542,0.4182127966441691,4.707777777777778,4.955555555555556,62 °F,Clear,nor
atl,L,@,10.0,217.2,221.6,74.6,109.9,17.8,17.8,1.6,1.1,58.94,61.629999999999995,56.1,58.8,0.3503821178821178,0.4192486598368951,4.641,5.059,63 °F,Clear,dal
atl,L,,11.0,208.8181818181818,217.27272727272728,71.45454545454545,112.0909090909091,16.181818181818183,16.181818181818183,1.818181818181818,1.2727272727272727,59.26363636363636,63.71818181818182,55.72727272727273,58.81818181818182,0.3350581236944873,0.4114381756092986,4.507272727272728,5.073636363636364,59 °F,Mostly Cloudy,nwe
atl,W,@,12.0,206.66666666666663,217.16666666666663,77.91666666666667,114.5,16.583333333333332,16.583333333333332,1.75,1.25,59.78333333333333,62.974999999999994,56.0,59.833333333333336,0.3418588356088356,0.4240266609751904,4.600833333333334,5.07,60 °F,Mostly Cloudy,jax
atl,L,,13.0,210.69230769230768,228.76923076923077,81.23076923076923,110.07692307692308,16.615384615384617,16.615384615384617,2.0,1.1538461538461535,60.815384615384616,63.86153846153846,57.0,60.46153846153846,0.3562859840009161,0.4387465036220692,4.670769230769231,5.160769230769231,60 °F,Drizzle,tam
atl,W,@,14.0,209.21428571428572,229.78571428571428,84.57142857142857,108.71428571428572,17.5,17.5,1.8571428571428572,1.1428571428571428,61.32142857142857,63.58571428571428,57.5,60.57142857142857,0.3665512708579935,0.4333814936230902,4.692142857142858,5.177142857142857,48 °F,Clear,car
atl,L,@,15.0,209.46666666666667,230.13333333333333,83.06666666666666,112.26666666666668,17.2,17.2,1.9333333333333331,1.0666666666666669,61.193333333333335,64.34666666666666,57.53333333333333,60.266666666666666,0.3677555451084863,0.4408530304118539,4.695333333333334,5.304666666666667,46 °F,Partly Cloudy,sfo
atl,W,,16.0,209.3125,228.75,80.8125,113.375,17.375,17.375,2.0,1.0,62.05625,64.7875,56.75,60.75,0.3603958235392059,0.440643466011113,4.7543750000000005,5.28375,69 °F,Partly Cloudy,det
atl,L,@,17.0,206.94117647058823,222.23529411764707,81.70588235294117,120.41176470588236,17.235294117647058,17.235294117647058,2.176470588235294,1.0,61.72941176470589,63.46470588235293,56.35294117647059,61.35294117647059,0.3475994305579081,0.4490369876183024,4.786470588235295,5.263529411764706,23 °F,Overcast,buf
atl,L,,18.0,206.27777777777777,219.55555555555551,80.61111111111111,124.55555555555556,17.38888888888889,17.38888888888889,2.2222222222222223,1.0,61.666666666666664,63.64444444444444,55.888888888888886,61.888888888888886,0.3449550177491354,0.4518682660839523,4.817777777777778,5.260000000000001,63 °F,Mostly Cloudy,nor
rav,L,@,1.0,217.0,409.0,189.0,82.0,27.0,27.0,3.0,3.0,63.3,60.7,67.0,80.0,0.25,0.4666666666666667,6.06,6.14,100 °F,Clear,rai
rav,W,,2.0,223.5,376.0,220.0,72.0,31.5,31.5,2.0,1.5,66.25,69.05000000000001,67.5,64.5,0.3977272727272727,0.3166666666666666,6.5649999999999995,7.205,72 °F,Clear,kan
rav,W,@,3.0,239.33333333333337,314.6666666666667,185.33333333333337,79.0,27.333333333333332,27.333333333333332,2.6666666666666665,1.6666666666666667,61.36666666666667,69.7,64.0,63.0,0.2984848484848484,0.3111111111111111,6.64,6.386666666666667,65 °F,Partly Cloudy,det
rav,W,@,4.0,255.5,273.0,164.5,85.75,26.25,26.25,2.75,2.5,60.9,65.125,65.5,62.0,0.3268048128342246,0.2869047619047619,6.43,5.8675,76 °F,Foggy,den
rav,W,,5.0,291.8,296.4,148.8,93.2,27.2,27.2,2.6,2.4,65.92,66.38,66.4,62.2,0.3364438502673796,0.3295238095238095,6.638,6.322,67 °F,Mostly Cloudy,clt
rav,W,,6.0,266.5,277.3333333333333,155.16666666666666,82.0,28.333333333333332,28.333333333333332,2.6666666666666665,2.3333333333333335,66.66666666666667,64.71666666666665,66.66666666666667,60.666666666666664,0.3712789661319073,0.3162698412698412,6.333333333333333,5.921666666666667,62 °F,Clear,sdg
rav,L,,7.0,268.14285714285717,296.14285714285717,149.42857142857142,86.14285714285714,26.714285714285715,26.714285714285715,3.0,2.142857142857143,63.94285714285714,64.11428571428571,67.28571428571429,61.0,0.3628819709702062,0.3150444793301936,6.22,6.2542857142857144,61 °F,Mostly Cloudy,cin
rav,W,,9.0,236.66666666666663,251.11111111111111,143.66666666666666,81.55555555555556,24.555555555555557,24.555555555555557,2.6666666666666665,1.6666666666666667,57.05555555555556,56.61111111111111,62.22222222222222,53.22222222222222,0.3266859774212715,0.2847171347171347,5.462222222222222,5.544444444444444,53 °F,Partly Cloudy,min
rav,L,@,10.0,234.0,255.0,138.7,79.4,23.1,23.1,2.8,1.9,57.4,56.23,63.0,54.1,0.3083030939648586,0.2793223443223444,5.35,5.555,76 °F,Humid And Mostly Cloudy,mia
rav,W,@,11.0,228.72727272727272,255.54545454545453,137.27272727272728,80.54545454545455,22.454545454545453,22.454545454545453,3.090909090909091,2.0,58.74545454545455,55.127272727272725,64.18181818181819,54.36363636363637,0.3200482672407805,0.2704583295492386,5.220909090909091,5.612727272727272,46 °F,Mostly Cloudy,chi
rav,W,,12.0,222.58333333333337,252.75,138.16666666666666,77.16666666666667,21.916666666666668,21.916666666666668,3.0,2.0833333333333335,59.05833333333334,54.583333333333336,65.25,54.583333333333336,0.3322664671929378,0.2735611610611611,5.114166666666667,5.528333333333332,44 °F,Mostly Cloudy,cle
