Team,Result,Location,Week,Pass Yds,Opp Pass Yds,Rush Yds,Opp Rush Yds,Points per game,Opp Points per game,Sacks,Opp Sacks,Cmp,Opp Cmp,Plays,Opp Plays,3DConv,3DConv Allowed,Yards per Play,Opp Yards per Play,Temperature,Weather,Team1,Team2
crd,W,@,1.0,224.0,243.0,180.0,123.0,24.0,24.0,2.0,3.0,65.0,57.6,78.0,61.0,0.5,0.18181818181818182,5.18,6.0,71 °F,Clear,crd,sfo
crd,W,,2.0,251.0,221.0,170.0,120.0,27.0,27.0,2.5,3.5,66.7,57.6,75.5,60.5,0.45588235294117646,0.25757575757575757,5.59,5.635,100 °F,Clear,crd,was
crd,L,,3.0,256.6666666666667,224.66666666666666,149.66666666666666,110.0,25.666666666666668,25.666666666666668,2.0,3.6666666666666665,66.36666666666667,62.06666666666666,71.33333333333333,61.0,0.4372549019607843,0.2828282828282828,5.72,5.486666666666667,98 °F,Clear,crd,det
crd,L,@,4.0,225.75,237.5,144.5,124.5,24.5,24.5,1.75,2.75,69.125,64.125,67.25,63.75,0.41127450980392155,0.3712121212121212,5.48,5.657500000000001,65 °F,Clear,crd,car
crd,W,@,5.0,254.4,222.4,141.0,124.2,25.6,25.6,1.6,2.8,69.9,62.2,67.4,63.8,0.41235294117647053,0.35850815850815854,5.8420000000000005,5.416,65 °F,Mostly Cloudy,crd,nyj
crd,W,@,6.0,241.5,226.5,161.0,119.66666666666667,27.666666666666668,27.666666666666668,1.5,2.8333333333333335,64.5,62.333333333333336,66.16666666666667,67.16666666666667,0.43337104072398186,0.36542346542346543,6.085,5.196666666666666,64 °F,Clear,crd,dal
crd,W,,7.0,258.42857142857144,247.28571428571428,160.71428571428572,131.14285714285714,29.0,29.0,1.2857142857142858,2.7142857142857144,65.4,62.857142857142854,68.28571428571429,69.28571428571429,0.4309847015729368,0.3681651681651682,6.131428571428572,5.451428571428571,83 °F,Partly Cloudy,crd,sea
crd,L,,9.0,230.33333333333334,216.88888888888889,144.77777777777777,112.11111111111111,26.0,26.0,1.1111111111111112,2.4444444444444446,59.84444444444445,56.82222222222222,60.22222222222222,60.111111111111114,0.3815066197419138,0.3419062419062419,5.536666666666666,4.858888888888888,63 °F,Partly Cloudy,crd,mia
crd,W,,10.0,230.9,224.8,152.0,108.2,26.6,26.6,1.3,2.2,60.739999999999995,57.739999999999995,61.2,60.9,0.38181749622926087,0.3538694638694639,5.63,4.9159999999999995,76 °F,Clear,crd,buf
crd,L,@,11.0,233.27272727272728,220.9090909090909,143.36363636363637,113.36363636363636,26.09090909090909,26.09090909090909,1.4545454545454546,2.272727272727273,61.49090909090909,59.95454545454545,61.36363636363637,61.0,0.39669359161337764,0.3736475645566555,5.570909090909091,4.978181818181818,47 °F,Partly Cloudy,crd,sea
crd,L,@,12.0,227.16666666666666,208.25,142.91666666666666,113.08333333333333,25.333333333333332,25.333333333333332,1.5,2.3333333333333335,62.0,59.125,62.083333333333336,60.166666666666664,0.3993500780265486,0.3728132978132978,5.461666666666667,4.855833333333333,49 °F,Clear,crd,nwe
crd,L,,13.0,220.46153846153845,218.69230769230768,139.0,113.53846153846153,25.53846153846154,25.53846153846154,1.5384615384615385,2.230769230769231,61.36923076923077,60.63076923076923,62.07692307692308,61.61538461538461,0.3942718668963012,0.39028919798150563,5.32923076923077,4.933076923076923,67 °F,Clear,crd,ram
crd,W,@,14.0,221.21428571428572,208.85714285714286,140.42857142857142,111.0,25.571428571428573,25.571428571428573,1.5,2.642857142857143,61.885714285714286,60.17142857142858,63.285714285714285,60.714285714285715,0.39388736846720035,0.38026854098282664,5.301428571428572,4.812142857142857,59 °F,Partly Cloudy,crd,nyg
crd,W,,15.0,234.66666666666666,215.26666666666668,137.93333333333334,111.4,26.066666666666666,26.066666666666666,1.4666666666666666,2.8666666666666667,62.806666666666665,59.79333333333334,63.6,61.93333333333333,0.387628210569387,0.3771395271395271,5.4639999999999995,4.847333333333333,63 °F,Clear,crd,phi
crd,L,,16.0,234.375,212.5,136.8125,118.625,25.1875,25.1875,1.5625,2.875,62.75625,59.75000000000001,64.625,61.5,0.3790264474088003,0.36745719558219553,5.396249999999999,4.996874999999999,66 °F,Clear,crd,sfo
crd,L,@,17.0,230.35294117647058,213.11764705882354,131.58823529411765,118.11764705882354,24.11764705882353,24.11764705882353,1.7058823529411764,2.823529411764706,63.205882352941174,59.64117647058824,63.705882352941174,62.0,0.3698026694566487,0.3693714781950076,5.3358823529411765,4.982941176470588,59 °F,Partly Cloudy,crd,ram
atl,L,,1.0,434.0,299.0,72.0,84.0,25.0,25.0,2.0,3.0,68.5,88.6,77.0,58.0,0.5,0.3333333333333333,6.57,6.6,80 °F,Partly Cloudy,atl,sea
atl,L,@,2.0,350.5,372.0,92.5,104.5,32.0,32.0,1.5,2.0,66.7,79.0,74.5,69.5,0.4852941176470588,0.4358974358974359,5.925000000000001,6.82,73 °F,Clear,atl,dal
atl,L,,3.0,309.3333333333333,350.3333333333333,109.66666666666667,113.0,30.0,30.0,1.6666666666666667,2.0,61.13333333333333,71.63333333333334,71.33333333333333,72.33333333333333,0.42609351432880843,0.37948717948717947,5.853333333333334,6.413333333333334,79 °F,Partly Cloudy,atl,chi
atl,L,@,4.0,294.25,341.5,101.75,106.75,26.5,26.5,2.25,1.75,63.8,74.175,70.5,69.25,0.3820701357466063,0.42097902097902096,5.5925,6.49,53 °F,Clear,atl,gnb
atl,L,,5.0,276.8,335.8,114.6,110.2,24.4,24.4,2.2,1.4,62.4,74.34,69.0,68.0,0.3979638009049774,0.43678321678321674,5.6579999999999995,6.58,71 °F,Light Rain,atl,car
atl,W,@,6.0,291.1666666666667,335.3333333333333,112.0,97.16666666666667,27.0,27.0,2.1666666666666665,1.3333333333333333,64.5,73.06666666666666,70.66666666666667,65.0,0.4198717948717949,0.4139860139860139,5.69,6.699999999999999,34 °F,Clear,atl,min
atl,L,,7.0,295.57142857142856,333.42857142857144,105.42857142857143,92.42857142857143,26.285714285714285,26.285714285714285,2.142857142857143,1.4285714285714286,65.82857142857144,72.54285714285713,70.57142857142857,64.14285714285714,0.4313186813186813,0.39770229770229765,5.668571428571428,6.677142857142856,72 °F,Mostly Cloudy,atl,det
atl,W,@,8.0,292.375,311.375,108.625,99.25,26.125,26.125,2.125,1.625,66.35,70.88749999999999,70.25,62.625,0.41907051282051283,0.37298951048951046,5.6975,6.5737499999999995,74 °F,Humid And Partly Cloudy,atl,car
atl,W,,9.0,290.0,310.3333333333333,106.77777777777777,99.66666666666667,27.0,27.0,2.111111111111111,1.5555555555555556,66.9111111111111,68.8,70.11111111111111,63.55555555555556,0.4237891737891738,0.38015734265734263,5.648888888888888,6.476666666666667,70 °F,Mostly Cloudy,atl,den
atl,L,@,11.0,255.0909090909091,273.0,92.0909090909091,96.63636363636364,22.90909090909091,22.90909090909091,2.4545454545454546,1.5454545454545454,59.41818181818181,63.4090909090909,62.72727272727273,57.63636363636363,0.3597236097236097,0.3440956770502225,5.003636363636364,5.85,71 °F,Clear,atl,nor
atl,W,,12.0,248.75,267.1666666666667,94.83333333333333,91.91666666666667,24.583333333333332,24.583333333333332,2.3333333333333335,1.8333333333333333,59.16666666666666,63.46666666666666,63.5,57.666666666666664,0.36922032645716857,0.3362543706293706,4.9383333333333335,5.711666666666666,54 °F,Overcast,atl,rai
atl,L,,13.0,249.76923076923077,263.3076923076923,92.92307692307692,100.76923076923077,23.923076923076923,23.923076923076923,2.3846153846153846,1.8461538461538463,58.36153846153846,64.19999999999999,63.46153846153846,59.0,0.3704045617001083,0.3465877448343511,4.963846153846154,5.7069230769230765,51 °F,Partly Cloudy,atl,nor
atl,L,@,14.0,249.71428571428572,261.64285714285717,91.28571428571429,101.07142857142857,23.428571428571427,23.428571428571427,2.357142857142857,1.7857142857142858,58.957142857142856,65.45714285714284,62.857142857142854,59.857142857142854,0.397518521578672,0.36468862020332604,5.023571428571429,5.646428571428571,68 °F,Clear,atl,sdg
atl,L,,15.0,255.2,268.53333333333336,87.66666666666667,97.73333333333333,23.666666666666668,23.666666666666668,2.4,1.8666666666666667,59.65333333333333,65.68666666666665,63.0,60.266666666666666,0.3976839534734272,0.36704271218977097,5.067333333333333,5.6899999999999995,52 °F,Mostly Cloudy,atl,tam
atl,L,@,16.0,256.5625,269.125,87.8125,98.9375,23.0625,23.0625,2.5,1.75,60.74375,64.9125,62.9375,60.625,0.404078706381338,0.36814100421637186,5.1206249999999995,5.708125,49 °F,Clear,atl,kan
atl,L,@,17.0,256.6470588235294,276.29411764705884,90.11764705882354,98.6470588235294,23.294117647058822,23.294117647058822,2.411764705882353,1.7058823529411764,61.04705882352941,64.82352941176471,63.411764705882355,60.8235294117647,0.4097211354177299,0.3785712125244997,5.138235294117647,5.818235294117647,64 °F,Overcast,atl,tam
rav,W,,1.0,270.0,168.0,111.0,138.0,38.0,38.0,2.0,2.0,80.8,53.8,58.0,68.0,0.5454545454545454,0.25,6.57,4.5,75 °F,Partly Cloudy,rav,cle
rav,W,@,2.0,223.5,210.5,170.5,94.5,35.5,35.5,3.0,3.0,77.9,61.6,61.5,62.5,0.4512987012987013,0.29166666666666663,6.415,4.915,74 °F,Rain,rav,htx
rav,L,,3.0,172.33333333333334,268.6666666666667,166.33333333333334,107.0,30.333333333333332,30.333333333333332,3.3333333333333335,2.0,69.8,65.66666666666667,58.666666666666664,66.0,0.41197691197691194,0.45085470085470086,5.71,5.636666666666667,72 °F,Clear,rav,kan
rav,W,@,4.0,180.75,270.0,160.75,97.5,30.5,30.5,2.75,2.25,68.65,67.025,58.0,67.0,0.4226190476190476,0.4150641025641026,5.845,5.452500000000001,66 °F,Clear,rav,was
rav,W,,5.0,178.8,243.0,160.8,92.0,29.8,29.8,2.4,3.2,65.2,66.28,58.8,66.6,0.4314285714285714,0.36955128205128207,5.7459999999999996,4.992,69 °F,Mostly Cloudy,rav,cin
rav,W,@,6.0,177.83333333333334,230.83333333333334,164.33333333333334,109.0,29.833333333333332,29.833333333333332,2.5,3.6666666666666665,64.21666666666667,63.98333333333334,60.166666666666664,66.16666666666667,0.4220238095238095,0.3496260683760684,5.671666666666666,5.108333333333333,64 °F,Clear,rav,phi
rav,L,,8.0,157.375,194.75,156.375,87.75,25.375,25.375,2.375,3.0,53.9625,56.1875,55.0,55.875,0.3831845238095238,0.303886217948718,4.976249999999999,4.38375,51 °F,Light Rain,rav,pit
rav,W,@,9.0,157.22222222222223,198.33333333333334,151.22222222222223,90.44444444444444,25.22222222222222,25.22222222222222,2.3333333333333335,2.6666666666666665,57.14444444444444,56.25555555555556,55.888888888888886,56.888888888888886,0.38334350834350833,0.2886396011396012,4.892222222222221,4.476666666666667,71 °F,Clear,rav,clt
rav,L,@,10.0,165.7,192.0,147.6,98.7,24.4,24.4,2.3,2.5,58.489999999999995,58.410000000000004,56.7,57.0,0.39116300366300366,0.3052301864801865,4.960999999999999,4.5600000000000005,50 °F,Mostly Cloudy,rav,nwe
rav,L,,11.0,166.72727272727272,197.27272727272728,145.9090909090909,105.45454545454545,24.363636363636363,24.363636363636363,2.1818181818181817,2.4545454545454546,58.5,59.63636363636363,57.27272727272727,58.0,0.41014818514818513,0.3153607755880483,4.951818181818181,4.710909090909091,51 °F,Mostly Cloudy,rav,oti
rav,L,@,12.0,160.33333333333334,203.0,144.5,102.33333333333333,23.5,23.5,2.25,2.25,57.791666666666664,60.550000000000004,56.583333333333336,59.083333333333336,0.39519993894993893,0.32479499666999667,4.911666666666666,4.71,37 °F,Partly Cloudy,rav,pit
rav,W,,13.0,156.23076923076923,208.69230769230768,156.0,103.0,24.307692307692307,24.307692307692307,2.076923076923077,2.1538461538461537,58.776923076923076,60.861538461538466,56.38461538461539,60.46153846153846,0.3997649786111324,0.33057999692615075,5.105384615384614,4.735384615384616,37 °F,Clear,rav,dal
rav,W,@,14.0,156.07142857142858,219.14285714285714,161.35714285714286,105.5,25.928571428571427,25.928571428571427,2.2142857142857144,2.0,58.65714285714286,60.82857142857143,56.42857142857143,61.57142857142857,0.4101713762428047,0.33672904476475907,5.222857142857142,4.860714285714286,34 °F,Mostly Cloudy,rav,cle
rav,W,,15.0,162.33333333333334,218.2,161.2,102.6,26.866666666666667,26.866666666666667,2.1333333333333333,2.2,59.620000000000005,61.833333333333336,56.93333333333333,61.2,0.4272710622710622,0.3420582195582196,5.300666666666666,4.854666666666666,41 °F,Overcast,rav,jax
rav,W,,16.0,163.625,218.0,166.6875,99.5625,26.875,26.875,2.0,2.4375,59.98125,61.625,57.5,61.0625,0.4460211663336663,0.32692958083583085,5.378749999999999,4.83625,34 °F,Clear,rav,nyg
rav,W,@,17.0,161.11764705882354,208.0,180.64705882352942,102.3529411764706,27.529411764705884,27.529411764705884,1.8823529411764706,2.2941176470588234,59.858823529411765,59.682352941176475,58.411764705882355,59.8235294117647,0.4578469108745925,0.3142343767343767,5.485294117647058,4.838823529411764,38 °F,Overcast,rav,cin
buf,W,,1.0,306.0,202.0,98.0,52.0,27.0,27.0,3.0,3.0,71.7,60.0,81.0,53.0,0.5,0.36363636363636365,4.99,4.79,65 °F,Overcast,buf,nyj
buf,W,@,2.0,358.5,256.5,105.0,75.5,29.0,29.0,2.0,3.0,70.15,63.0,70.0,62.5,0.5,0.39015151515151514,6.925,5.24,89 °F,Humid And Partly Cloudy,buf,mia
buf,W,,3.0,330.3333333333333,274.6666666666667,103.66666666666667,106.0,31.0,31.0,2.6666666666666665,2.6666666666666665,71.0,65.96666666666667,66.0,63.666666666666664,0.5,0.4601010101010101,6.773333333333333,5.906666666666666,75 °F,Clear,buf,ram
buf,W,@,4.0,316.25,280.25,93.5,101.0,30.75,30.75,2.25,2.5,70.9,67.65,64.25,65.0,0.5096153846153846,0.48793290043290044,6.5075,5.8175,91 °F,Clear,buf,rai
buf,L,@,5.0,308.0,263.2,93.8,108.6,27.8,27.8,2.0,2.0,69.32000000000001,69.12,65.2,64.4,0.5606334841628959,0.5103463203463203,6.2780000000000005,5.732,66 °F,Clear,buf,oti
buf,L,,6.0,277.0,256.1666666666667,92.16666666666667,131.33333333333334,26.0,26.0,1.6666666666666667,1.8333333333333333,66.41666666666667,71.06666666666668,62.666666666666664,65.83333333333333,0.5412686442098207,0.5324314574314574,5.918333333333333,5.84,50 °F,Overcast,buf,kan
buf,W,@,7.0,279.7142857142857,232.57142857142858,97.0,126.85714285714286,24.857142857142858,24.857142857142858,1.7142857142857142,2.4285714285714284,66.9,68.37142857142858,64.0,63.714285714285715,0.5029055911408852,0.49208410636982064,5.909999999999999,5.541428571428571,50 °F,Partly Cloudy,buf,nyj
buf,W,,8.0,263.375,223.625,108.625,134.5,24.75,24.75,1.625,2.375,66.175,67.325,63.125,63.375,0.4968605740664564,0.49307359307359305,5.915,5.56375,42 °F,Rain,buf,nwe
buf,W,,9.0,277.0,239.0,100.33333333333333,125.88888888888889,26.88888888888889,26.88888888888889,2.2222222222222223,2.6666666666666665,67.88888888888889,67.43333333333334,63.22222222222222,63.333333333333336,0.4879501399109242,0.466065416065416,5.986666666666667,5.684444444444444,65 °F,Clear,buf,sea
buf,L,@,10.0,278.9,238.7,97.6,135.0,27.2,27.2,2.0,2.7,67.7,67.57,63.7,64.0,0.48530897207367796,0.4579204129204129,5.931,5.763,76 °F,Clear,buf,crd
buf,W,,12.0,245.75,223.16666666666666,95.66666666666667,118.83333333333333,24.916666666666668,24.916666666666668,1.9166666666666667,2.5,62.75,61.275,57.916666666666664,59.916666666666664,0.4414611804317687,0.3972253441003441,5.4191666666666665,5.1899999999999995,46 °F,Clear,buf,sdg
buf,W,@,13.0,255.15384615384616,230.30769230769232,94.53846153846153,116.3076923076923,25.615384615384617,25.615384615384617,1.8461538461538463,2.3076923076923075,64.07692307692308,61.69230769230769,58.69230769230769,59.92307692307692,0.4416906622788976,0.40862759035835955,5.51,5.306153846153846,68 °F,Clear,buf,sfo
